D6	0.09209209
D8	0.05905906
D7	0.04804805
A8	0.04804805
D9	0.04504505
A6	0.03203203
A9	0.02802803
A7	0.02502503
D11	0.02402402
D10	0.02002002
A1D9	0.01601602
A12	0.01501502
A3D9	0.01401401
A1D7	0.01401401
A3D4	0.01401401
A10	0.01301301
A6D2	0.01301301
D6A1	0.01201201
A4D4	0.01201201
A11	0.01201201
A4D1A1D1	0.01101101
A3D6	0.01001001
A3D7	0.01001001
A2D7	0.00900901
A1D8	0.00900901
A2D8	0.00900901
A2D9	0.00900901
A6D6	0.00900901
A8D3	0.00800801
D8A3	0.00800801
D6A2	0.00800801
A4D3	0.00800801
A1D6	0.007007009
A13	0.007007009
A3D3	0.007007009
A9D1	0.007007009
A8D1	0.007007009
A12D4A2	0.007007009
A7D4	0.007007009
D1A6D1	0.007007009
A2D10	0.006006008
D4A4	0.006006008
A7D1	0.006006008
A17	0.006006008
A1D10	0.005005003
A2D4	0.005005003
A5D3	0.005005003
A3D10	0.005005003
A6D3	0.005005003
A1D11	0.005005003
A7D2	0.005005003
D6A4	0.004004001
A9D3	0.004004001
A4D2	0.004004001
A7D3	0.004004001
A5D1	0.004004001
A2D6	0.004004001
A6D1	0.004004001
D8A1	0.004004001
D5	0.004004001
A6O1D3	0.004004001
D2A3D2	0.004004001
D6A5	0.004004001
D1A1D1A1D1A1D1A1	0.004004001
A5D5	0.003003001
A5D4	0.003003001
A3D8	0.003003001
A10D4	0.003003001
K4D8	0.003003001
A8D4	0.003003001
D4	0.003003001
A3D5	0.003003001
A8D2	0.003003001
D10A1	0.003003001
A6D4	0.003003001
D7A2	0.003003001
A5O1A1	0.003003001
A1D2A2D1A9	0.003003001
D6A3	0.003003001
A7D1A6	0.002002000
A2D1A2D1A1D1A2	0.002002000
D1A3D1A4	0.002002000
A5O1A2D5	0.002002000
A4D5	0.002002000
A4D6	0.002002000
A4D9	0.002002000
A2D4A2	0.002002000
D1A3D1A14	0.002002000
A9D4	0.002002000
A5D8	0.002002000
A1D1A3D1	0.002002000
A3D11	0.002002000
D1A3D1A4D2	0.002002000
A2D7A5D3	0.002002000
D7A3	0.002002000
A1D1A2D1A5	0.002002000
A1D9A1	0.002002000
A11D1	0.002002000
A4O1A7	0.002002000
D7A9	0.002002000
D5A1	0.002002000
D8A3D8	0.002002000
A4O1D3	0.002002000
A4D2A3	0.002002000
D8A4	0.002002000
D1A1D2A4	0.002002000
A9D2A2	0.002002000
D2A6	0.002002000
D9A1	0.001001000
D1O1D5A1O1D2	0.001001000
D12	0.001001000
D5A2	0.001001000
K4D5	0.001001000
D3A1	0.001001000
D1A6	0.001001000
A3K5	0.001001000
A2D9A1	0.001001000
A1D1A3D4	0.001001000
A2O1A8	0.001001000
A6O1A1	0.001001000
A3D7A1	0.001001000
D8A2	0.001001000
A1D1A1D1A1D1	0.001001000
A9D2	0.001001000
A2D11	0.001001000
A2D1A2D1A2D1	0.001001000
A5D2	0.001001000
A2D6A2	0.001001000
A5D4A7O1D2	0.001001000
D8A5D4	0.001001000
D8A9	0.001001000
A10D2	0.001001000
A11D3	0.001001000
A6D1A2	0.001001000
A8D6	0.001001000
A5	0.001001000
A6D1A6	0.001001000
D7A10	0.001001000
A3O1D1	0.001001000
A6D9	0.001001000
A5D6	0.001001000
K8A2	0.001001000
A14	0.001001000
D5A4	0.001001000
D4O1D2	0.001001000
D5A3	0.001001000
D3A6	0.001001000
A6O1D2	0.001001000
A5D10	0.001001000
A4D10	0.001001000
A6D5	0.001001000
A2D1A1D2	0.001001000
D2A5	0.001001000
D1A1D1A1D1A1D1	0.001001000
D2A4	0.001001000
A3D4A3D2	0.001001000
A11D4	0.001001000
A8D2A2	0.001001000
K8	0.001001000
A1D1A1D1A1D1A1D1A1D1	0.001001000
D7A1	0.001001000
A2O1A9	0.001001000
D4A7D4	0.001001000
A3D6A1	0.001001000
A2D1O1D2A5	0.001001000
A7D1A3	0.001001000
A3O1A6	0.001001000
A8O1A8D4	0.001001000
D10O1	0.001001000
D4A5	0.001001000
D4A6	0.001001000
D4A6D1	0.001001000
A1D8A1	0.001001000
